Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document
donald trump fighting for americas independence,13,13_american_flag_holding_behind,"['american', 'flag', 'holding', 'behind', 'with', 'fist', 'head', 'lighting', 'an', 'donald']","['donald trump is riding a four wheeler shaped like a dinosaur with an american flag flowing behind him trump also has his fist raised ', 'donald trump holding an american flag with lighting in the background the image has a caption that reads my fellow americans the storm is upon us', 'donald trump is holding an american flag and there is a big lighting strike in the sky behind him ', 'donald trump holding a dog with an american flag behind them', 'donald trump with a clown face and halo over his head with holding a gold gun he is in front of an american flag with money falling behind him']",american - flag - holding - behind - with - fist - head - lighting - an - donald,False
donald trump with gaming headphones on,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
donald trump serving fruit to people,30,30_serving_mcdonalds_favorite_employee,"['serving', 'mcdonalds', 'favorite', 'employee', 'cooking', 'barbecuing', 'streamer', 'hotdogs', 'fruit', 'harvestr']","['donald trump is getting hit in the face with hotdogs ', 'donald is working at the mcdonalds', 'donald trump serving fruit to people', 'trump is sitting in the oval office endorsing harvestr as his favorite twitch streamer ', 'donald trump is an employee at mcdonalds serving ice cream']",serving - mcdonalds - favorite - employee - cooking - barbecuing - streamer - hotdogs - fruit - harvestr,True
donald trump and jesus holding guns together,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
donald trump is cooking food on a grill,30,30_serving_mcdonalds_favorite_employee,"['serving', 'mcdonalds', 'favorite', 'employee', 'cooking', 'barbecuing', 'streamer', 'hotdogs', 'fruit', 'harvestr']","['donald trump is getting hit in the face with hotdogs ', 'donald is working at the mcdonalds', 'donald trump serving fruit to people', 'trump is sitting in the oval office endorsing harvestr as his favorite twitch streamer ', 'donald trump is an employee at mcdonalds serving ice cream']",serving - mcdonalds - favorite - employee - cooking - barbecuing - streamer - hotdogs - fruit - harvestr,False
donald trump dressed as a viking,20,20_horse_goat_knights_castle,"['horse', 'goat', 'knights', 'castle', 'riding', 'on', 'shirt', 'outfit', 'donald', 'greatest']","['donald trump is riding a horse with eagle wings fastened to him', 'donald trump is wearing a shirt that says the goat on it goat stands for greatest of all time', 'donald is riding a horse ', 'it is an image of donald trump in a knights outfit on a horse in front of a castle', 'donald trump is depicted in a knights outfit sitting on a horse in front of a castle']",horse - goat - knights - castle - riding - on - shirt - outfit - donald - greatest,False
donald trump driving a car with a bottle of whiskey in his hand and a dinosaur next to him,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
donald trump dressed as the pope,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
barack obama with lip stick and lgbtq flag behind him,2,2_african_black_republican_hat,"['african', 'black', 'republican', 'hat', 'depicted', 'political', 'with', 'men', 'voters', 'barack']","['former president donald trump with his arms around two black women and surrounded by other black women who are supposedly all supporters', 'president trump is in the middle of a group of people of african descent holding a thumbs up the people surrounding trump are wearing seemingly stereotypical african clothing smiling all around him', 'three ai generated images of donald trump with black voters encouraging them to vote republican trump is shown at a doorstep with black americans and the voters are wearing maga hats ', 'the image features themes associated with republican political campaigning the man in the red hat and shirt which features a slogan reminiscent of republican campaign merchandise appears to be canvassing or collecting signatures this suggests activities commonly related to political outreach voter engagement or gathering support for republican candidates or causes the interaction between the two men highlights grassroots efforts typical in political campaigns', 'the image features themes associated with republican political campaigning the man in the red hat and shirt which features a slogan reminiscent of republican campaign merchandise appears to be canvassing or collecting signatures this suggests activities commonly related to political outreach voter engagement or gathering support for republican candidates or causes the interaction between the two men highlights grassroots efforts typical in political campaigns']",african - black - republican - hat - depicted - political - with - men - voters - barack,False
it is an image of donald trump riding a dinosaur holding a beer surrounding by eagles flying with an american flag in the background,29,29_boat_an_image_it,"['boat', 'an', 'image', 'it', 'cat', 'surrounding', 'pointing', 'cats', 'be', 'there']","['it is an image of donald trump riding a dinosaur holding a beer surrounding by eagles flying with an american flag in the background', 'it is a picture of trump in what appears to be the oval office with a white cat that has glasses i believe the cat is supposed to be the user who posted the deepfake of harris and stalin shaking hands', 'it is an image of donald trump on a boat with a bunch of cats encasing him in the boat ', 'the image looks like an animated version of donald trump that could be used in a comic book trump is standing in an action stance pointing at something off in the distance there is an explosion behind him ', 'donald trump is in a boat that appears to be sinking the boat is out in the water and there is a shark close by there are also large duracell batteries in the boat ']",boat - an - image - it - cat - surrounding - pointing - cats - be - there,True
